"Date","AQS_SITE_ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/10/2016","484530014","2","12.4","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/11/2016","484530014","2","5.4","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/12/2016","484530014","2","3.2","ppb","3","22","92.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/13/2016","484530014","2","4.2","ppb","4","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/14/2016","484530014","2","3.9","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/15/2016","484530014","2","3.2","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/16/2016","484530014","2","4.5","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/17/2016","484530014","2","9.5","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/18/2016","484530014","2","4.6","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/19/2016","484530014","2","4","ppb","4","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/20/2016","484530014","2","4.9","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/21/2016","484530014","2","6.8","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/22/2016","484530014","2","3.3","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/23/2016","484530014","2","4.4","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/24/2016","484530014","2","4.2","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/25/2016","484530014","2","6.6","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/26/2016","484530014","2","4.4","ppb","4","22","92.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/27/2016","484530014","2","3.7","ppb","3","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/28/2016","484530014","2","8.9","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/29/2016","484530014","2","8.9","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"06/30/2016","484530014","2","14.8","ppb","13","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/01/2016","484530014","2","9.4","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/02/2016","484530014","2","3","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/03/2016","484530014","2","1.6","ppb","1","18","75.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/04/2016","484530014","2","2.1","ppb","2","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/05/2016","484530014","2","2.7","ppb","2","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/06/2016","484530014","2","2.8","ppb","2","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/07/2016","484530014","2","3.1","ppb","3","21","88.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/08/2016","484530014","2","3.5","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/09/2016","484530014","2","3.4","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/10/2016","484530014","2","3","ppb","3","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/11/2016","484530014","2","3","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/12/2016","484530014","2","2.3","ppb","2","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/13/2016","484530014","2","4.4","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/14/2016","484530014","2","2.5","ppb","2","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/15/2016","484530014","2","4.1","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/16/2016","484530014","2","4.3","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/17/2016","484530014","2","3.3","ppb","3","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/18/2016","484530014","2","4.2","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/19/2016","484530014","2","6.3","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/20/2016","484530014","2","3.8","ppb","3","23","96.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/21/2016","484530014","2","7","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/22/2016","484530014","2","5.3","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/23/2016","484530014","2","3.6","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/24/2016","484530014","2","3.8","ppb","3","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/25/2016","484530014","2","3.7","ppb","3","21","88.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/26/2016","484530014","2","7.2","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/27/2016","484530014","2","8.8","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/28/2016","484530014","2","6.7","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/29/2016","484530014","2","2.9","ppb","2","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/30/2016","484530014","2","5.1","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"07/31/2016","484530014","2","2.3","ppb","2","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/01/2016","484530014","2","6.6","ppb","6","18","75.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/02/2016","484530014","2","3.4","ppb","3","21","88.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/03/2016","484530014","2","3.3","ppb","3","21","88.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/04/2016","484530014","2","3.4","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/05/2016","484530014","2","3.1","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/06/2016","484530014","2","6.1","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/07/2016","484530014","2","4.8","ppb","4","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/08/2016","484530014","2","6.3","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/09/2016","484530014","2","4.8","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/10/2016","484530014","2","5.5","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/11/2016","484530014","2","7.6","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/12/2016","484530014","2","3.4","ppb","3","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/13/2016","484530014","2","5.6","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/14/2016","484530014","2","7.6","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/15/2016","484530014","2","10.3","ppb","9","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/16/2016","484530014","2","10.9","ppb","9","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/17/2016","484530014","2","6.4","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/18/2016","484530014","2","7.8","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/19/2016","484530014","2","4","ppb","4","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/20/2016","484530014","2","5.1","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/21/2016","484530014","2","4.9","ppb","4","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/22/2016","484530014","2","9.1","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/23/2016","484530014","2","6.7","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/24/2016","484530014","2","6.7","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/25/2016","484530014","2","6.2","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/26/2016","484530014","2","11.6","ppb","10","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/27/2016","484530014","2","7","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/28/2016","484530014","2","5.8","ppb","5","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/29/2016","484530014","2","5","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/30/2016","484530014","2","8.1","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"08/31/2016","484530014","2","10.9","ppb","9","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/01/2016","484530014","2","6.3","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/02/2016","484530014","2","11.2","ppb","10","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/03/2016","484530014","2","7.7","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/04/2016","484530014","2","6.5","ppb","6","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/05/2016","484530014","2","6.7","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/06/2016","484530014","2","8.3","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/07/2016","484530014","2","5.9","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/08/2016","484530014","2","11.6","ppb","10","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/09/2016","484530014","2","5.5","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/10/2016","484530014","2","5.4","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/11/2016","484530014","2","7.7","ppb","7","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/12/2016","484530014","2","16.4","ppb","15","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/13/2016","484530014","2","11","ppb","10","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/14/2016","484530014","2","12.3","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/15/2016","484530014","2","9.9","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/16/2016","484530014","2","13.1","ppb","12","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/17/2016","484530014","2","9.6","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/18/2016","484530014","2","11.9","ppb","10","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/19/2016","484530014","2","12.7","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/20/2016","484530014","2","12.7","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/21/2016","484530014","2","14.1","ppb","13","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/22/2016","484530014","2","12","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/23/2016","484530014","2","12.1","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/24/2016","484530014","2","5.3","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/25/2016","484530014","2","5.5","ppb","5","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/26/2016","484530014","2","6.8","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/27/2016","484530014","2","6.4","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/28/2016","484530014","2","12.7","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/29/2016","484530014","2","7.8","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"09/30/2016","484530014","2","25.7","ppb","24","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/01/2016","484530014","2","14.2","ppb","13","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/02/2016","484530014","2","15.1","ppb","14","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/03/2016","484530014","2","20.9","ppb","19","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/04/2016","484530014","2","13.5","ppb","12","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/05/2016","484530014","2","12.3","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/06/2016","484530014","2","5.6","ppb","5","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/07/2016","484530014","2","10.7","ppb","9","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/08/2016","484530014","2","7.7","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/09/2016","484530014","2","10","ppb","9","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/10/2016","484530014","2","32.8","ppb","30","23","96.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/11/2016","484530014","2","26.2","ppb","25","18","75.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/12/2016","484530014","2","20.5","ppb","19","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/13/2016","484530014","2","14.1","ppb","13","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/14/2016","484530014","2","16.6","ppb","15","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/15/2016","484530014","2","8","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/16/2016","484530014","2","7.4","ppb","7","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/18/2016","484530014","2","12.2","ppb","11","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/19/2016","484530014","2","13.3","ppb","12","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/20/2016","484530014","2","6.4","ppb","6","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/21/2016","484530014","2","26.9","ppb","25","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/22/2016","484530014","2","21.7","ppb","20","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/23/2016","484530014","2","11.4","ppb","10","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/24/2016","484530014","2","18.9","ppb","17","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/25/2016","484530014","2","17.6","ppb","16","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/26/2016","484530014","2","25.3","ppb","24","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/27/2016","484530014","2","14.9","ppb","13","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/28/2016","484530014","2","15.7","ppb","14","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/29/2016","484530014","2","15.5","ppb","14","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/30/2016","484530014","2","17.1","ppb","16","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"10/31/2016","484530014","2","18","ppb","17","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/01/2016","484530014","2","10.4","ppb","9","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/02/2016","484530014","2","7.7","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/03/2016","484530014","2","10","ppb","9","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/04/2016","484530014","2","7.6","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/05/2016","484530014","2","9","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/06/2016","484530014","2","7.5","ppb","7","19","79.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/08/2016","484530014","2","11.2","ppb","10","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/09/2016","484530014","2","7.2","ppb","7","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/10/2016","484530014","2","9.5","ppb","8","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
"11/11/2016","484530014","2","22.4","ppb","21","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354436","-97.760255"
